T.Fe%,CaO%,MgO%,SiO2%,Al2O3%,MnO%,P%,Cr2O3%,AI
52.97,12.79,2.93,6.30,3.06,0.059,0.058,0.029,6.00
52.75,12.74,2.90,6.72,3.05,0.057,0.060,0.027,6.00
52.89,12.79,2.94,6.47,3.01,0.079,0.060,0.027,5.93
52.91,12.85,3.03,5.80,2.99,0.079,0.057,0.029,6.27
53.05,12.44,2.95,6.12,3.10,0.061,0.057,0.029,5.93
53.14,12.02,2.91,6.80,3.03,0.090,0.065,0.034,6.73
52.82,12.67,2.96,6.04,3.04,0.091,0.062,0.030,5.80
52.51,11.83,2.94,6.94,2.92,0.130,0.061,0.034,6.60
52.98,12.57,2.85,6.36,3.01,0.073,0.059,0.028,6.40
52.83,12.80,2.95,6.21,2.97,0.075,0.058,0.030,6.07
53.25,12.25,2.94,5.69,2.97,0.063,0.059,0.032,6.67
53.32,12.06,2.96,6.42,2.84,0.081,0.057,0.034,6.53
53.05,12.63,2.88,6.32,2.90,0.056,0.057,0.029,6.13
52.92,12.77,2.88,6.50,2.95,0.061,0.056,0.030,6.53
52.89,12.66,2.91,6.92,2.97,0.093,0.059,0.032,6.33
53.15,12.47,2.95,6.05,3.01,0.051,0.060,0.031,6.27
53.15,12.55,2.79,6.15,2.95,0.012,0.059,0.028,6.40
52.88,12.86,2.81,6.55,2.99,0.078,0.061,0.027,6.20
52.70,13.13,2.93,6.19,2.96,0.060,0.059,0.028,6.20
52.73,12.96,2.82,6.37,3.03,0.097,0.059,0.028,6.40
52.74,13.13,2.97,6.25,3.00,0.066,0.059,0.028,6.47
53.05,12.50,2.91,6.50,3.09,0.083,0.063,0.027,5.93
53.44,12.45,2.81,5.62,3.01,0.072,0.060,0.027,6.40
53.35,12.11,2.70,6.14,3.02,0.078,0.062,0.031,6.40
53.43,11.94,2.77,5.98,3.05,0.070,0.057,0.032,6.27
53.20,12.37,2.80,6.37,3.05,0.071,0.059,0.029,6.33
52.95,12.55,2.88,6.90,3.10,0.065,0.056,0.029,6.80
53.19,12.34,2.88,6.27,2.96,0.054,0.056,0.028,6.20
53.03,12.24,2.85,6.49,3.08,0.067,0.060,0.028,6.07
53.06,12.28,3.00,6.36,3.10,0.073,0.061,0.029,6.40
52.63,12.91,3.05,6.34,3.12,0.065,0.057,0.029,6.40
52.91,12.42,2.96,6.72,3.05,0.083,0.061,0.027,6.33
52.75,12.57,2.98,6.69,3.11,0.075,0.058,0.030,6.07
52.92,12.80,2.94,6.12,3.22,0.120,0.057,0.029,6.00
52.66,13.06,3.15,6.05,3.17,0.090,0.060,0.028,6.00
52.71,12.70,2.96,6.79,3.17,0.074,0.063,0.028,6.20
52.88,12.40,2.74,6.87,3.15,0.093,0.061,0.028,6.13
52.77,12.52,2.90,6.84,3.09,0.069,0.060,0.028,6.33
52.81,12.46,2.87,6.78,3.08,0.080,0.063,0.029,6.13
53.02,12.58,2.79,6.52,3.07,0.080,0.070,0.030,6.00
52.58,13.14,3.10,6.69,3.13,0.080,0.060,0.030,6.40
52.52,13.01,3.11,7.05,3.14,0.076,0.062,0.027,5.93
52.55,12.98,2.97,7.03,3.13,0.068,0.060,0.027,5.80
52.49,13.18,3.02,7.05,3.11,0.062,0.059,0.029,5.67
52.73,12.82,2.98,6.76,3.06,0.088,0.062,0.029,6.27
52.76,12.88,2.93,6.55,3.11,0.074,0.060,0.030,6.47
52.51,13.18,3.05,6.27,3.07,0.083,0.062,0.028,6.07
52.80,12.64,2.95,6.57,3.10,0.069,0.061,0.029,6.27
52.89,12.85,2.90,5.88,3.02,0.069,0.060,0.030,5.87
52.72,13.03,3.10,5.88,3.04,0.069,0.062,0.028,6.07
52.83,12.86,3.03,6.01,3.06,0.067,0.060,0.028,6.00
52.72,12.92,3.03,6.35,3.14,0.090,0.061,0.027,6.40
52.30,13.32,3.13,6.47,3.10,0.060,0.063,0.027,6.40
52.85,12.70,3.09,6.06,3.10,0.066,0.062,0.030,6.60
52.69,12.75,3.17,6.50,3.05,0.080,0.058,0.027,6.53
53.00,12.58,3.03,6.19,3.03,0.071,0.064,0.028,7.13
52.80,12.92,2.87,5.92,3.00,0.090,0.060,0.028,6.20
52.57,13.26,3.24,6.69,3.15,0.089,0.064,0.026,5.60
52.38,13.46,3.12,6.62,3.15,0.078,0.063,0.028,5.40
52.58,13.09,2.95,6.19,3.04,0.078,0.063,0.027,5.33
52.81,12.69,2.88,6.46,3.05,0.100,0.062,0.027,5.67
52.60,13.13,3.14,6.09,3.10,0.075,0.061,0.028,5.93
52.83,12.80,3.01,6.16,3.12,0.071,0.060,0.029,6.13
52.97,12.57,3.03,6.29,3.11,0.094,0.065,0.029,6.13
52.97,12.53,2.90,6.23,3.10,0.066,0.066,0.029,6.60
52.88,12.56,3.02,6.29,3.11,0.099,0.061,0.030,6.93
52.75,12.65,2.97,6.62,3.11,0.082,0.064,0.027,6.27
52.49,13.24,3.16,6.26,3.11,0.062,0.063,0.027,6.80
53.00,12.65,2.94,5.98,3.04,0.057,0.065,0.029,6.20
52.81,12.84,2.94,6.37,3.11,0.063,0.064,0.028,6.60
52.28,12.61,3.03,6.38,3.01,0.069,0.063,0.030,6.27
52.87,12.57,2.96,6.32,3.08,0.080,0.062,0.030,6.20
53.06,12.40,2.95,6.27,3.09,0.085,0.064,0.029,6.27
52.74,12.72,3.02,6.44,3.13,0.096,0.061,0.027,6.47
53.03,12.65,3.03,5.72,3.06,0.075,0.064,0.029,6.27
53.15,12.57,3.02,5.62,3.01,0.078,0.062,0.029,6.13
53.01,12.58,3.13,6.25,3.14,0.082,0.064,0.030,6.33
53.47,11.95,2.82,5.97,3.06,0.093,0.059,0.027,6.07
52.94,12.35,3.04,6.40,3.10,0.115,0.063,0.027,6.60
53.07,12.39,3.00,3.36,3.13,0.136,0.062,0.029,6.13
53.12,12.39,2.88,6.19,3.14,0.085,0.063,0.029,5.80
52.84,12.66,3.05,6.21,3.11,0.139,0.065,0.029,5.93
53.24,12.30,2.88,6.11,3.04,0.118,0.066,0.028,6.40
52.44,14.07,1.52,5.53,3.05,0.122,0.063,0.027,6.20
52.75,13.21,2.53,6.14,3.08,0.144,0.065,0.027,5.40
53.16,12.62,2.62,5.95,3.05,0.106,0.067,0.029,6.87
53.24,12.21,2.95,5.96,3.02,0.094,0.064,0.029,6.20
53.25,12.32,3.01,5.82,3.01,0.128,0.061,0.029,6.47
52.82,12.53,3.05,6.46,3.11,0.126,0.065,0.027,6.33
52.97,12.42,3.02,6.24,3.07,0.128,0.063,0.028,6.40
52.69,12.07,2.79,6.52,3.04,0.114,0.061,0.030,6.67
53.32,12.12,2.83,5.94,3.09,0.154,0.061,0.029,7.40
53.21,12.22,2.92,6.18,3.07,0.102,0.064,0.027,6.60
53.35,12.16,2.84,6.12,3.00,0.087,0.063,0.027,6.47
53.16,12.43,2.88,6.12,2.99,0.102,0.065,0.029,6.53
53.27,12.12,2.86,6.19,3.09,0.097,0.060,0.029,6.67
53.01,12.38,2.93,6.54,3.17,0.109,0.065,0.026,6.00
53.26,12.27,2.97,5.69,3.05,0.109,0.060,0.028,6.47
52.89,12.56,3.09,6.37,3.12,0.140,0.064,0.027,6.60
53.03,12.39,2.80,6.32,3.11,0.110,0.064,0.028,6.27
53.65,11.49,2.72,5.87,3.10,0.173,0.060,0.032,6.13
52.91,12.03,2.89,6.93,3.19,0.129,0.064,0.029,6.40
52.71,12.01,2.89,6.31,2.99,0.264,0.063,0.030,6.40
52.50,12.51,2.94,6.24,2.99,0.109,0.065,0.029,6.47
52.98,12.47,2.86,6.45,3.16,0.158,0.070,0.028,6.33
53.00,12.42,2.91,6.21,3.04,0.156,0.068,0.029,6.20
53.08,12.35,2.80,6.35,3.01,0.122,0.062,0.029,6.33
53.21,12.19,2.92,6.72,3.05,0.109,0.064,0.028,6.00
52.95,12.38,2.93,6.54,3.11,0.188,0.066,0.029,7.07
52.90,12.43,2.99,6.57,3.08,0.182,0.063,0.030,6.47
53.08,12.42,2.83,6.54,2.95,0.122,0.065,0.028,6.13
52.80,12.87,3.05,6.31,2.92,0.131,0.064,0.027,6.00
52.63,12.25,3.07,6.16,2.97,0.160,0.061,0.028,6.27
53.28,12.11,2.89,6.24,3.00,0.167,0.064,0.029,6.20
53.43,11.90,2.72,6.44,3.02,0.121,0.061,0.028,6.53
53.01,12.56,2.97,6.36,3.01,0.154,0.062,0.028,6.20
53.32,11.99,2.84,6.29,3.00,0.145,0.060,0.032,6.40
53.29,12.22,2.91,5.75,2.99,0.177,0.060,0.030,6.00
53.24,12.31,2.86,6.02,2.96,0.126,0.060,0.030,6.27
53.37,12.07,2.84,6.37,2.93,0.148,0.061,0.028,6.47
53.52,11.91,2.87,5.86,2.91,0.135,0.061,0.030,6.60
52.81,12.01,3.04,6.17,2.96,0.191,0.061,0.029,6.40
53.10,12.07,2.93,6.89,2.98,0.099,0.062,0.030,6.53
53.64,11.61,2.62,5.85,2.93,0.123,0.063,0.030,6.27
53.12,12.27,3.11,5.94,2.95,0.183,0.061,0.029,6.60
53.38,12.14,2.99,5.95,2.91,0.108,0.060,0.029,6.73
53.56,11.78,3.04,6.22,2.94,0.111,0.059,0.029,6.53
53.04,12.41,3.07,6.92,3.13,0.126,0.066,0.028,6.40
53.29,12.21,3.00,6.47,3.02,0.117,0.062,0.028,6.53
53.48,12.02,2.85,5.95,2.94,0.121,0.060,0.030,6.47
53.29,12.29,2.90,5.98,2.94,0.112,0.062,0.030,6.20
52.88,12.94,3.14,5.74,2.96,0.105,0.060,0.029,6.40
53.14,12.39,2.99,6.19,3.00,0.128,0.066,0.028,6.07
53.06,12.52,3.04,6.34,3.00,0.100,0.062,0.027,6.40
53.21,12.38,2.92,6.09,2.89,0.088,0.063,0.027,6.13
53.51,12.01,2.77,5.68,2.90,0.100,0.061,0.030,6.60
53.31,12.10,2.85,6.59,2.93,0.050,0.065,0.029,6.33
52.69,12.26,2.85,6.43,2.98,0.047,0.061,0.029,6.13
52.89,11.96,2.82,6.50,2.92,0.043,0.061,0.029,6.13
52.94,11.89,2.68,6.68,2.86,0.046,0.061,0.027,6.33
53.21,11.98,2.78,6.49,2.89,0.046,0.062,0.029,6.40
53.34,12.17,2.81,6.03,2.82,0.053,0.062,0.029,6.60
52.95,12.00,2.78,6.36,2.92,0.065,0.064,0.029,6.53
53.27,12.25,2.83,6.53,2.84,0.069,0.063,0.029,6.27
53.45,12.11,2.75,6.21,2.81,0.053,0.061,0.029,6.33
53.10,12.39,2.95,6.49,2.78,0.081,0.062,0.028,6.07
53.18,12.44,2.89,6.39,2.84,0.053,0.060,0.028,6.13
52.91,12.69,2.96,6.52,2.80,0.061,0.058,0.029,6.07
53.34,12.36,2.86,6.56,2.79,0.054,0.065,0.028,6.40
53.25,12.26,2.57,6.65,2.83,0.063,0.062,0.028,5.80
53.22,12.26,2.54,6.58,2.85,0.068,0.067,0.028,5.93
53.23,12.23,2.63,6.81,2.82,0.041,0.064,0.030,5.80
53.18,12.53,2.73,6.22,2.71,0.061,0.063,0.027,5.73
53.16,12.50,2.80,6.30,2.82,0.079,0.062,0.029,5.80
52.94,12.80,2.82,6.52,2.79,0.052,0.058,0.029,6.47
53.12,12.58,2.82,6.00,2.90,0.104,0.068,0.027,5.80
53.29,12.45,2.75,5.88,2.81,0.054,0.067,0.027,6.27
53.39,12.43,2.73,5.50,2.82,0.062,0.072,0.029,5.73
53.08,12.97,2.94,5.29,2.73,0.071,0.067,0.029,5.93
53.15,12.69,2.87,6.07,2.81,0.050,0.071,0.030,5.80
53.30,12.43,2.79,6.07,2.80,0.100,0.058,0.027,6.07
53.40,12.21,2.62,5.65,2.82,0.058,0.063,0.030,6.40
53.29,12.34,2.80,5.83,2.84,0.062,0.061,0.029,6.00
53.17,12.61,2.85,6.03,2.80,0.048,0.061,0.029,6.33
53.31,12.33,2.75,6.14,2.88,0.065,0.067,0.030,6.20
52.89,12.64,3.03,6.35,2.81,0.069,0.062,0.031,6.27
52.89,12.90,2.92,6.58,2.80,0.045,0.064,0.028,6.47
52.82,12.99,2.95,6.27,2.76,0.034,0.062,0.029,6.33
53.08,12.64,2.90,6.40,2.68,0.043,0.064,0.030,5.93
52.98,12.83,2.97,6.86,2.91,0.039,0.068,0.027,6.00
53.03,12.91,2.85,6.66,2.82,0.045,0.065,0.027,6.40
53.22,12.42,2.79,6.67,2.75,0.055,0.065,0.039,6.07
52.60,13.03,2.90,6.84,2.71,0.030,0.064,0.028,6.13
52.70,12.53,2.79,6.61,2.82,0.032,0.066,0.028,6.00
53.14,12.55,2.83,6.70,2.88,0.030,0.066,0.027,6.27
53.16,12.69,2.73,6.73,2.88,0.030,0.070,0.030,6.40
53.07,12.82,2.97,6.20,2.79,0.034,0.062,0.026,6.20
53.25,12.46,2.75,6.09,2.90,0.039,0.062,0.030,5.80
53.31,12.30,3.04,5.92,2.88,0.042,0.067,0.028,6.07
52.62,12.61,3.04,6.07,2.89,0.034,0.067,0.029,6.20
52.94,12.93,2.97,5.76,2.82,0.037,0.066,0.028,6.13
53.53,11.98,3.19,6.18,2.85,0.036,0.066,0.026,5.93
53.40,12.36,2.87,5.76,2.91,0.034,0.062,0.028,6.00
53.22,12.50,2.82,5.82,2.92,0.041,0.060,0.031,6.20
53.18,12.52,2.88,5.62,2.94,0.039,0.066,0.030,6.13
53.42,12.20,2.73,5.93,2.91,0.035,0.061,0.030,6.33
53.17,12.53,2.88,5.88,2.87,0.050,0.063,0.030,5.73
53.36,12.45,2.95,6.12,2.82,0.041,0.062,0.028,6.40
53.72,11.92,2.66,5.52,2.84,0.044,0.062,0.029,6.33
53.43,12.32,2.92,6.26,2.87,0.056,0.063,0.029,6.00
53.41,12.39,2.82,6.21,2.82,0.044,0.063,0.029,6.40
53.03,12.50,2.91,6.88,2.89,0.044,0.058,0.028,6.07
53.22,12.42,3.11,6.34,2.90,0.034,0.061,0.028,6.20
52.83,12.93,3.13,6.39,2.88,0.032,0.056,0.027,6.33
53.41,12.19,2.68,6.35,2.88,0.044,0.062,0.027,6.07
53.35,12.17,2.73,6.34,2.84,0.037,0.062,0.030,6.53
53.46,12.16,2.36,6.17,2.84,0.031,0.065,0.030,6.07
52.65,12.61,2.84,6.91,3.20,0.048,0.068,0.028,6.40
52.53,12.55,2.95,6.61,3.32,0.069,0.075,0.030,6.47
51.82,12.51,2.79,7.07,3.34,0.049,0.077,0.030,6.13
51.82,12.49,2.96,6.97,3.29,0.045,0.083,0.030,6.07
51.65,12.85,2.95,7.82,3.27,0.050,0.081,0.031,6.00
52.21,12.66,2.82,7.44,3.14,0.058,0.083,0.028,5.80
52.86,12.02,2.76,6.69,3.33,0.045,0.075,0.030,6.40
53.01,12.11,2.85,6.48,3.35,0.046,0.084,0.030,6.27
53.45,11.56,2.65,6.13,3.54,0.043,0.079,0.032,6.20
53.23,11.91,2.65,6.08,3.41,0.059,0.076,0.031,6.13
53.41,11.67,2.57,6.17,3.40,0.049,0.079,0.028,6.27
53.47,11.98,2.65,5.74,3.05,0.044,0.070,0.028,5.87
53.28,12.27,2.75,5.71,2.98,0.045,0.064,0.030,6.40
53.22,12.55,2.86,5.44,2.93,0.045,0.065,0.029,6.27
53.27,12.63,3.06,5.52,2.90,0.046,0.069,0.027,6.53
53.15,12.61,2.84,6.13,2.96,0.037,0.065,0.027,5.87
53.43,12.24,2.88,5.79,2.94,0.034,0.065,0.029,6.27
53.13,12.56,2.93,5.86,2.97,0.036,0.063,0.029,6.20
53.43,12.11,2.83,5.84,2.92,0.044,0.061,0.030,6.27
53.32,12.10,2.67,6.01,3.08,0.049,0.065,0.030,6.47
53.23,12.41,2.81,6.46,3.03,0.038,0.067,0.027,6.27
53.28,12.30,2.78,6.57,2.99,0.035,0.063,0.028,5.87
53.43,12.00,2.87,6.04,2.92,0.034,0.062,0.030,6.40
53.59,11.73,2.79,5.89,2.97,0.030,0.061,0.030,6.13
53.22,11.71,2.87,6.08,3.05,0.031,0.066,0.029,6.47
53.91,11.30,2.78,5.95,3.11,0.039,0.066,0.030,6.60
54.09,11.12,2.66,5.50,2.94,0.036,0.062,0.031,6.53
53.86,11.32,2.66,6.24,3.04,0.033,0.067,0.029,6.47
54.02,11.11,2.63,5.59,2.96,0.042,0.063,0.032,6.60
53.90,11.31,2.72,5.88,2.98,0.039,0.061,0.031,6.40
53.99,11.18,2.83,5.99,3.00,0.047,0.065,0.030,6.67
53.84,11.19,2.82,5.71,3.15,0.039,0.065,0.032,6.93
54.00,10.92,2.67,5.87,3.20,0.033,0.063,0.031,7.27
53.58,11.31,2.86,6.70,3.31,0.032,0.067,0.032,6.73
53.51,11.74,2.72,6.31,3.19,0.051,0.064,0.029,7.20
54.80,9.96,2.59,4.83,3.14,0.065,0.066,0.036,6.80
54.18,11.20,2.35,5.84,3.05,0.130,0.069,0.036,6.87
54.05,10.98,2.86,5.75,2.86,0.148,0.057,0.044,6.07
53.71,11.44,3.22,6.59,2.92,0.114,0.058,0.041,6.47
53.62,11.47,3.21,6.51,2.93,0.110,0.057,0.041,6.80
53.66,11.61,3.26,5.59,2.99,0.098,0.060,0.034,6.87
53.34,11.96,3.23,5.73,2.99,0.055,0.062,0.032,6.60
54.00,11.19,3.01,5.15,2.96,0.059,0.062,0.033,6.13
54.10,11.26,3.17,5.55,3.16,0.078,0.066,0.030,6.40
54.27,11.02,2.88,5.33,3.05,0.059,0.065,0.029,6.33
54.26,10.73,2.96,5.75,2.98,0.038,0.064,0.029,6.60
54.18,10.62,3.05,6.38,3.02,0.055,0.063,0.031,6.93
54.13,10.78,2.92,6.17,3.01,0.049,0.064,0.031,6.53
54.31,10.85,2.57,5.71,2.90,0.041,0.060,0.031,6.40
54.08,11.16,2.53,6.43,2.93,0.052,0.062,0.028,6.40
54.36,10.97,2.42,5.78,2.88,0.043,0.060,0.029,6.47
54.34,10.90,2.45,5.46,2.84,0.036,0.062,0.033,6.67
54.32,10.79,2.45,5.99,2.85,0.035,0.060,0.034,6.33
54.07,11.13,2.65,6.27,2.87,0.035,0.059,0.028,7.00
53.77,11.53,2.71,6.22,2.87,0.035,0.060,0.030,6.53
54.36,10.91,2.44,5.95,2.82,0.031,0.061,0.029,6.67
53.94,11.30,2.60,5.95,2.86,0.034,0.059,0.030,6.93
54.27,10.92,2.52,6.39,2.86,0.036,0.057,0.027,6.53
54.50,10.58,2.60,5.57,2.79,0.034,0.055,0.028,6.60
54.20,10.82,2.67,6.06,2.82,0.033,0.058,0.032,6.87
53.81,11.27,2.70,5.34,2.82,0.031,0.057,0.031,6.47
53.52,11.75,2.91,6.10,2.87,0.032,0.062,0.028,6.40
54.06,11.45,2.93,5.76,2.83,0.037,0.058,0.028,6.27
54.17,11.16,2.68,5.47,2.81,0.032,0.059,0.031,6.40
53.97,11.31,2.93,5.75,2.78,0.032,0.060,0.030,6.40
54.20,10.98,2.83,5.50,2.81,0.033,0.058,0.032,6.60
54.11,11.08,2.70,5.91,2.78,0.032,0.054,0.032,6.73
54.20,10.80,2.67,6.09,2.98,0.031,0.057,0.030,6.67
53.84,11.33,2.82,5.96,2.95,0.039,0.055,0.030,7.87
53.82,11.43,2.91,5.63,2.91,0.036,0.053,0.033,6.67
53.63,11.47,2.87,6.10,3.04,0.046,0.054,0.030,6.60
54.38,10.66,2.73,5.87,2.99,0.033,0.055,0.030,7.27
54.06,10.97,2.83,5.83,3.04,0.037,0.053,0.030,7.20
53.87,11.08,2.70,6.13,3.12,0.037,0.058,0.029,7.13
53.74,11.29,2.83,6.17,3.13,0.037,0.056,0.031,7.27
53.67,11.41,2.90,5.96,3.11,0.037,0.055,0.030,6.93
53.75,11.33,2.90,5.88,3.18,0.043,0.056,0.030,7.13
53.68,11.39,2.89,5.91,3.13,0.034,0.052,0.032,7.07
53.79,11.60,2.92,5.92,3.00,0.038,0.054,0.028,7.20
53.99,11.23,2.77,5.86,2.92,0.034,0.051,0.029,6.27
53.28,11.83,2.91,6.55,3.17,0.036,0.054,0.029,6.80
53.38,11.91,2.98,5.92,3.07,0.035,0.054,0.031,7.00
53.94,11.11,2.64,5.83,3.06,0.036,0.047,0.032,7.40
53.48,11.83,2.77,6.43,2.96,0.027,0.058,0.028,7.13
53.52,11.58,2.83,5.90,3.11,0.030,0.047,0.027,7.33
53.60,11.89,2.89,5.95,2.93,0.028,0.058,0.029,7.13
53.87,11.33,2.70,5.39,3.01,0.027,0.051,0.027,7.53
53.45,11.94,2.73,5.65,3.08,0.027,0.049,0.030,6.80
53.52,12.06,2.79,5.16,3.01,0.026,0.050,0.029,7.20
53.62,11.88,2.54,5.65,3.02,0.027,0.051,0.029,6.60
53.59,11.90,2.82,4.91,3.08,0.031,0.051,0.031,6.73
53.77,11.78,2.64,5.29,2.82,0.036,0.056,0.030,6.53
53.66,12.00,2.67,5.42,2.90,0.031,0.048,0.027,7.00
53.54,12.14,2.74,5.99,2.85,0.034,0.057,0.027,6.20
53.56,11.94,2.94,5.43,2.99,0.032,0.057,0.029,7.13
54.00,11.43,2.58,5.65,2.85,0.036,0.055,0.030,6.40
53.94,11.22,2.64,5.19,3.08,0.030,0.047,0.032,7.40
53.72,11.64,2.73,5.72,2.88,0.034,0.055,0.030,6.80
54.05,11.26,2.65,5.92,3.09,0.033,0.054,0.028,6.80
53.83,11.56,2.69,5.71,3.04,0.027,0.049,0.028,6.73
53.26,12.30,2.42,5.72,3.13,0.045,0.050,0.029,6.07
53.31,12.33,2.84,5.84,2.98,0.027,0.058,0.029,6.27
53.09,12.55,2.79,5.85,3.23,0.025,0.058,0.027,6.13
52.99,12.59,2.77,6.96,2.91,0.032,0.052,0.026,7.13
52.96,12.54,2.92,6.48,3.17,0.028,0.055,0.030,6.93
52.97,12.71,2.84,6.65,2.86,0.030,0.057,0.027,6.53
53.08,12.35,2.98,6.23,3.08,0.034,0.053,0.029,6.60
53.42,12.35,2.70,6.68,2.91,0.036,0.057,0.028,6.07
53.21,12.23,2.74,6.91,3.00,0.026,0.057,0.029,6.60
53.03,12.64,2.84,6.33,3.05,0.030,0.053,0.028,6.73
53.32,12.08,2.78,6.22,2.99,0.026,0.052,0.029,6.60
52.56,13.11,2.94,6.62,2.99,0.032,0.058,0.028,6.73
53.27,12.21,2.72,5.77,3.10,0.030,0.056,0.029,6.47
52.47,13.31,3.03,6.32,3.07,0.029,0.061,0.028,6.47
53.02,12.58,2.97,5.97,3.19,0.032,0.051,0.029,6.93
53.16,12.56,2.76,5.09,3.11,0.026,0.054,0.030,7.00
53.04,12.72,2.84,5.39,2.98,0.031,0.055,0.029,6.07
53.36,12.33,2.79,5.06,3.08,0.031,0.055,0.029,6.33
53.41,12.17,2.90,5.50,3.08,0.026,0.055,0.029,5.93
53.41,12.11,2.78,5.62,3.08,0.027,0.053,0.028,6.80
53.29,12.18,2.69,5.47,3.03,0.023,0.052,0.031,6.87
53.25,12.35,2.94,5.13,2.99,0.028,0.053,0.032,6.73
53.42,12.15,2.70,5.35,2.99,0.038,0.054,0.031,6.87
53.89,11.60,2.49,5.02,2.97,0.025,0.053,0.031,6.67
52.52,13.42,2.89,6.18,3.12,0.031,0.066,0.029,5.93
53.79,11.52,2.65,5.10,3.03,0.025,0.053,0.030,6.47
53.35,12.20,2.65,5.90,2.97,0.033,0.062,0.028,6.40
53.49,11.64,2.59,6.13,3.06,0.027,0.055,0.031,6.13
52.96,12.72,2.74,5.80,2.94,0.036,0.058,0.030,5.33
53.18,12.34,2.79,5.96,3.09,0.027,0.055,0.027,6.80
53.69,11.54,2.69,5.39,3.11,0.029,0.056,0.032,6.27
53.84,11.44,2.62,5.13,2.97,0.024,0.055,0.034,6.80
53.73,11.60,2.67,5.44,3.03,0.030,0.054,0.030,6.73
53.81,11.49,2.60,5.52,3.17,0.026,0.056,0.029,6.67
53.43,12.08,2.75,5.44,3.00,0.175,0.053,0.029,6.40
54.06,11.38,2.62,4.76,2.93,0.031,0.052,0.030,6.13
54.09,11.24,2.62,5.13,2.89,0.021,0.057,0.030,7.00
53.83,11.54,2.66,4.86,3.01,0.023,0.059,0.031,5.87
54.10,11.56,2.03,5.01,3.01,0.023,0.056,0.029,6.40
53.87,11.67,2.14,5.14,3.13,0.025,0.056,0.029,6.07
53.99,11.51,2.14,5.14,3.07,0.023,0.055,0.029,6.60
53.40,12.16,2.64,4.99,3.02,0.026,0.053,0.027,6.47
54.00,11.35,2.42,5.61,3.11,0.024,0.058,0.027,6.60
52.89,12.94,2.88,5.51,3.09,0.026,0.057,0.027,6.13
53.90,11.53,2.45,5.78,2.97,0.024,0.058,0.028,6.40
53.71,11.82,2.49,5.55,2.93,0.047,0.056,0.028,6.53
53.71,11.59,2.47,5.48,3.07,0.025,0.055,0.031,6.80
53.08,12.53,2.63,6.16,3.20,0.025,0.061,0.027,6.53
53.85,11.19,2.66,6.48,3.25,0.026,0.058,0.027,6.40
52.91,12.60,3.12,6.52,3.11,0.025,0.058,0.027,6.80
53.09,12.40,3.16,6.18,3.01,0.033,0.056,0.028,7.00
53.08,12.65,3.05,5.62,2.90,0.024,0.055,0.029,6.80
52.99,12.50,2.96,5.64,2.99,0.024,0.060,0.031,6.73
52.45,13.34,3.13,6.00,3.08,0.026,0.065,0.028,6.60
52.93,13.37,1.96,5.70,2.87,0.023,0.060,0.027,6.13
53.17,12.54,2.57,6.05,2.88,0.023,0.059,0.028,6.13
53.60,11.93,2.68,5.32,2.69,0.022,0.056,0.031,6.40
53.24,12.16,3.34,6.07,2.73,0.025,0.055,0.031,6.33
53.15,12.54,3.03,6.26,2.82,0.024,0.055,0.027,6.20
53.55,12.18,3.00,6.00,2.71,0.024,0.057,0.028,6.27
53.18,12.66,2.96,6.13,2.72,0.027,0.057,0.029,6.00
53.27,12.70,2.86,5.56,2.66,0.036,0.054,0.026,6.07
53.11,12.61,2.96,5.76,2.76,0.026,0.058,0.030,6.13
52.36,13.50,3.19,6.20,2.82,0.027,0.061,0.029,5.87
52.77,13.07,3.01,6.30,2.74,0.027,0.059,0.027,6.60
53.03,12.93,3.13,6.40,2.82,0.026,0.063,0.025,6.27
53.18,12.22,2.92,5.84,2.72,0.026,0.056,0.028,6.33
53.04,12.28,3.01,6.38,2.97,0.025,0.065,0.030,6.00
53.71,11.49,2.89,5.90,2.91,0.026,0.060,0.032,6.40
52.89,12.45,3.23,6.86,2.85,0.029,0.066,0.030,6.47
53.50,11.46,2.90,7.26,2.76,0.030,0.058,0.031,6.20
52.44,12.39,3.23,7.54,2.77,0.030,0.063,0.028,6.40
53.54,11.68,2.96,6.50,2.77,0.030,0.056,0.032,6.20
53.16,12.09,3.12,6.52,2.79,0.027,0.060,0.031,6.40
53.58,11.82,2.89,6.33,2.86,0.025,0.057,0.027,6.27
52.93,12.62,3.17,6.68,2.87,0.027,0.064,0.027,6.20
53.55,11.96,2.98,5.91,2.89,0.032,0.068,0.029,6.40
53.01,12.44,3.18,6.58,2.86,0.024,0.068,0.026,6.33
53.44,11.94,2.96,5.98,2.88,0.028,0.063,0.030,5.93
53.26,12.18,2.82,5.82,2.81,0.030,0.064,0.031,5.93
53.55,11.76,2.82,6.77,2.86,0.027,0.066,0.028,6.33
53.24,12.33,2.88,6.47,2.83,0.026,0.066,0.027,6.27
53.25,12.25,3.08,5.71,2.78,0.026,0.060,0.029,6.27
53.58,12.00,2.86,5.47,2.84,0.026,0.062,0.029,6.40
54.64,10.40,2.79,5.96,2.88,0.032,0.060,0.028,6.20
53.22,12.38,3.13,6.28,2.91,0.024,0.065,0.026,6.00
53.44,12.02,2.90,6.35,2.90,0.025,0.058,0.027,6.53
53.07,12.58,2.87,5.99,2.79,0.024,0.058,0.028,6.13
53.57,11.77,2.64,6.34,2.93,0.023,0.053,0.027,6.07
53.17,12.44,2.86,5.68,2.91,0.025,0.059,0.029,6.53
